Table S9. Genome-wide gene and transposable-element differential expression in Col-0 after 24-h 37°C heat stress. Transposable-element-level results.																			
																			
TE ID	TE alias	TE name	Canonical ONSEN copy	Chromosome	Start	End	Strand	Length (bp)	Mean NS signal	Mean HS signal	Mean signal (all samples)	Descriptive log2FC (HS / NS)	Model log2 fold change (HS / NS)	log2FC SE	Test statistic	P value	BH-adjusted P value	Statistically tested after expression filtering	DE call
AT3TE56505	ATDNA12T3_2	AT3TE56505		3	13788168	13788231	+	64	0	0	0	0						False	NS
AT3TE56510	ATDNA12T3_2	AT3TE56510		3	13788672	13788742	+	71	0	0	0	0						False	NS
AT3TE56515	ATDNA12T3_2	AT3TE56515		3	13789149	13789212	+	64	0	0	0	0						False	NS
AT3TE56520	ATDNA12T3_2	AT3TE56520		3	13789656	13789726	+	71	0	0	0	0						False	NS
AT3TE56525	ATDNA12T3_2	AT3TE56525		3	13790142	13790200	+	59	0	0	0	0						False	NS
AT3TE56530	ATDNA12T3_2	AT3TE56530		3	13790655	13790718	+	64	0	0	0	0						False	NS
AT3TE56535	ATDNA12T3_2	AT3TE56535		3	13791165	13791228	+	64	0	0	0	0						False	NS
AT3TE56540	ATDNA12T3_2	AT3TE56540		3	13791651	13791714	+	64	0	0	0	0						False	NS
AT3TE56545	ATDNA12T3_2	AT3TE56545		3	13792136	13792685	+	550	0	0	0	0						False	NS
AT3TE56550	ATDNA12T3_2	AT3TE56550		3	13793108	13793171	+	64	0	0	0	0						False	NS
AT3TE56555	ATDNA12T3_2	AT3TE56555		3	13793593	13793663	+	71	0	0	0	0						False	NS
AT3TE56560	ATDNA12T3_2	AT3TE56560		3	13794079	13794142	+	64	0	0	0	0						False	NS
AT3TE56565	ATDNA12T3_2	AT3TE56565		3	13794565	13794635	+	71	0	0	0	0						False	NS
AT3TE56570	ATDNA12T3_2	AT3TE56570		3	13795051	13795121	+	71	0	0	0	0						False	NS
AT3TE56575	ATDNA12T3_2	AT3TE56575		3	13795540	13795603	+	64	0	0	0	0						False	NS
AT3TE56580	ATDNA12T3_2	AT3TE56580		3	13796044	13796107	+	64	0	0	0	0						False	NS
AT3TE56585	ATDNA12T3_2	AT3TE56585		3	13796544	13796613	+	70	0	0	0	0						False	NS
AT3TE56590	ATDNA12T3_2	AT3TE56590		3	13797030	13797099	+	70	0	0	0	0						False	NS
AT3TE56595	ATDNA12T3_2	AT3TE56595		3	13797543	13797613	+	71	0	0	0	0						False	NS
AT3TE56600	ATDNA12T3_2	AT3TE56600		3	13798031	13798101	+	71	0	0	0	0						False	NS
AT3TE56605	ATDNA12T3_2	AT3TE56605		3	13798527	13798596	+	70	0	0	0	0						False	NS
AT3TE56610	ATDNA12T3_2	AT3TE56610		3	13799033	13799099	+	67	0	0	0	0						False	NS
AT3TE56615	ATDNA12T3_2	AT3TE56615		3	13800703	13800766	-	64	0	0	0	0						False	NS
AT3TE56620	ROMANIAT5	AT3TE56620		3	13801211	13801239	+	29	0	0	0	0						False	NS
AT3TE56625	ATHILA6A	AT3TE56625		3	13801246	13801715	+	470	0	0	0	0						False	NS
AT3TE56630	ATHILA	AT3TE56630		3	13801716	13806172	+	4457	0	0	0	0						False	NS
AT3TE56635	ATHILA2	AT3TE56635		3	13806173	13806225	+	53	0	0	0	0						False	NS
AT3TE56640	ATHILA	AT3TE56640		3	13806245	13809268	+	3024	0	0	0	0						False	NS
AT3TE56645	ATHILA3	AT3TE56645		3	13809269	13809337	+	69	0	0	0	0						False	NS
AT3TE56650	ATDNA12T3_2	AT3TE56650		3	13809603	13809665	-	63	0	0	0	0						False	NS
AT3TE56655	ATDNA12T3_2	AT3TE56655		3	13810106	13810551	-	446	0	0	0	0						False	NS
AT3TE56660	ATDNA12T3_2	AT3TE56660		3	13810987	13811558	-	572	0	0	0	0						False	NS
AT3TE56665	ATDNA12T3_2	AT3TE56665		3	13811999	13812563	-	565	0	0	0	0						False	NS
AT3TE56670	ATDNA12T3_2	AT3TE56670		3	13813009	13813573	-	565	0	0	0	0						False	NS
AT3TE56675	ATDNA12T3_2	AT3TE56675		3	13814018	13814081	-	64	0	0	0	0						False	NS
AT3TE56680	ATDNA12T3_2	AT3TE56680		3	13814520	13815086	-	567	0	0.333333333333333	0.166666666666667	0.736965594166206						False	NS
AT3TE56685	ATDNA12T3_2	AT3TE56685		3	13815530	13815592	-	63	0	0	0	0						False	NS
AT3TE56690	ATDNA12T3_2	AT3TE56690		3	13816037	13816097	-	61	0	0	0	0						False	NS
AT3TE56695	ATHILA6B	AT3TE56695		3	13816379	13816426	-	48	0	0	0	0						False	NS
AT3TE56700	ATHILA	AT3TE56700		3	13816427	13821632	-	5206	0	0.443333333333333	0.221666666666667	0.915839552336001						False	NS
AT3TE56705	ATHILA6B	AT3TE56705		3	13821634	13821771	-	138	0	0	0	0						False	NS
AT3TE56710	ATHILA6A	AT3TE56710		3	13821772	13826423	-	4652	0	0	0	0						False	NS
AT3TE56715	ATREP13	AT3TE56715		3	13823355	13823939	+	585	0	0	0	0						False	NS
AT3TE56720	ATHILA	AT3TE56720		3	13823947	13825759	-	1813	0	0	0	0						False	NS
AT3TE56725	ATHILA2	AT3TE56725		3	13826424	13826607	-	184	0	0	0	0						False	NS
AT3TE56730	ATHILA6A	AT3TE56730		3	13826608	13830489	-	3882	0	0	0	0						False	NS
AT3TE56735	ATHILA	AT3TE56735		3	13830491	13830655	-	165	0	0	0	0						False	NS
AT3TE56740	ATHILA	AT3TE56740		3	13830656	13834441	-	3786	0	0	0	0						False	NS
AT3TE56745	ATHILA	AT3TE56745		3	13834442	13834892	-	451	0	0	0	0						False	NS
AT3TE56750	ATHILA6A	AT3TE56750		3	13834894	13834915	-	22	0	0	0	0						False	NS
AT3TE56755	ATDNA12T3_2	AT3TE56755		3	13835207	13835780	-	574	0	0	0	0						False	NS
AT3TE56760	ATDNA12T3_2	AT3TE56760		3	13836222	13836767	-	546	0	0.333333333333333	0.166666666666667	0.736965594166206						False	NS
AT3TE56765	ATDNA12T3_2	AT3TE56765		3	13837212	13837275	-	64	0	0	0	0						False	NS
AT3TE56770	ATDNA12T3_2	AT3TE56770		3	13837722	13838305	-	584	0	0	0	0						False	NS
AT3TE56775	ATDNA12T3_2	AT3TE56775		3	13838731	13838793	-	63	0	0	0	0						False	NS
AT3TE56780	ATDNA12T3_2	AT3TE56780		3	13839240	13839303	-	64	0	0	0	0						False	NS
AT3TE56785	ATDNA12T3_2	AT3TE56785		3	13839773	13839835	-	63	0	0	0	0						False	NS
AT3TE56790	ATDNA12T3_2	AT3TE56790		3	13840211	13840274	-	64	0	0	0	0						False	NS
AT3TE56795	ATDNA12T3_2	AT3TE56795		3	13840714	13840784	-	71	0	0	0	0						False	NS
AT3TE56800	HELITRONY1D	AT3TE56800		3	13840938	13841745	-	808	0.333333333333333	0.333333333333333	0.333333333333333	0						False	NS
AT3TE56805	HELITRON3	AT3TE56805		3	13843264	13843373	-	110	0	0	0	0						False	NS
AT3TE56810	ATDNA12T3_2	AT3TE56810		3	13843537	13843600	-	64	0	0	0	0						False	NS
AT3TE56815	ATDNA12T3_2	AT3TE56815		3	13844553	13844616	-	64	0	0	0	0						False	NS
AT3TE56820	ATDNA12T3_2	AT3TE56820		3	13845050	13845113	-	64	0	0	0	0						False	NS
AT3TE56825	ATDNA12T3_2	AT3TE56825		3	13845555	13845618	-	64	0	0	0	0						False	NS
AT3TE56830	ATDNA12T3_2	AT3TE56830		3	13846062	13846125	-	64	0	0	0	0						False	NS
AT3TE56835	ATDNA12T3_2	AT3TE56835		3	13846568	13846631	-	64	0	0	0	0						False	NS
AT3TE56840	ATDNA12T3_2	AT3TE56840		3	13847604	13847667	-	64	0	0	0	0						False	NS
AT3TE56845	ATDNA12T3_2	AT3TE56845		3	13848107	13848170	-	64	0	0	0	0						False	NS
AT3TE56850	ATDNA12T3_2	AT3TE56850		3	13849172	13849234	-	63	0	0	0	0						False	NS
AT3TE56855	ATDNA12T3_2	AT3TE56855		3	13849654	13849716	-	63	0	0.333333333333333	0.166666666666667	0.736965594166206						False	NS
AT3TE56860	ATDNA12T3_2	AT3TE56860		3	13850161	13850224	-	64	0	0	0	0						False	NS
AT3TE56865	ATDNA12T3_2	AT3TE56865		3	13850671	13850733	-	63	0	0	0	0						False	NS
AT3TE56870	ATDNA12T3_2	AT3TE56870		3	13851179	13851242	-	64	0	0	0	0						False	NS
AT3TE56875	ATDNA12T3_2	AT3TE56875		3	13852157	13852219	-	63	0	0	0	0						False	NS
AT3TE56880	ATDNA12T3_2	AT3TE56880		3	13852506	13852569	-	64	0	0	0	0						False	NS
AT3TE56885	ATDNA12T3_2	AT3TE56885		3	13853012	13853074	-	63	0	0	0	0						False	NS
AT3TE56890	ATDNA12T3_2	AT3TE56890		3	13853520	13853583	-	64	0	0	0	0						False	NS
AT3TE56895	ATDNA12T3_2	AT3TE56895		3	13854026	13854086	-	61	0	0	0	0						False	NS
AT3TE56900	ATDNA12T3_2	AT3TE56900		3	13854536	13854599	-	64	0	0	0	0						False	NS
AT3TE56905	ATDNA12T3_2	AT3TE56905		3	13855046	13855108	-	63	0	0	0	0						False	NS
AT3TE56910	ATDNA12T3_2	AT3TE56910		3	13855903	13855966	-	64	0	0	0	0						False	NS
AT3TE56915	ATDNA12T3_2	AT3TE56915		3	13856412	13856475	-	64	0	0	0	0						False	NS
AT3TE56920	ATDNA12T3_2	AT3TE56920		3	13856916	13856979	-	64	0	0	0	0						False	NS
AT3TE56925	ATDNA12T3_2	AT3TE56925		3	13857053	13857115	-	63	0	0	0	0						False	NS
AT3TE56930	ATDNA12T3_2	AT3TE56930		3	13857560	13857623	-	64	0	0	0	0						False	NS
AT3TE56935	ATDNA12T3_2	AT3TE56935		3	13858070	13858133	-	64	0	0	0	0						False	NS
AT3TE56940	ATDNA12T3_2	AT3TE56940		3	13858574	13858637	-	64	0	0	0	0						False	NS
AT3TE56945	ATDNA12T3_2	AT3TE56945		3	13858740	13858791	-	52	0	0	0	0						False	NS
AT3TE56950	ATDNA12T3_2	AT3TE56950		3	13859236	13859808	-	573	0	0	0	0						False	NS
AT3TE56955	ATDNA12T3_2	AT3TE56955		3	13860254	13860317	-	64	0	0	0	0						False	NS
AT3TE56960	ATDNA12T3_2	AT3TE56960		3	13861231	13861805	-	575	0	0	0	0						False	NS
AT3TE56965	ATDNA12T3_2	AT3TE56965		3	13862247	13862297	-	51	0	0	0	0						False	NS
AT3TE56970	ATDNA12T3_2	AT3TE56970		3	13862792	13862855	-	64	0	0	0	0						False	NS
AT3TE56975	ATDNA12T3_2	AT3TE56975		3	13863302	13863364	-	63	0	0	0	0						False	NS
AT3TE56980	ATDNA12T3_2	AT3TE56980		3	13863809	13863872	-	64	0	0	0	0						False	NS
AT3TE56985	ATDNA12T3_2	AT3TE56985		3	13864319	13864381	-	63	0	0	0	0						False	NS
AT3TE56990	ATDNA12T3_2	AT3TE56990		3	13864827	13864890	-	64	0	0	0	0						False	NS
AT3TE56995	ATDNA12T3_2	AT3TE56995		3	13865336	13865399	-	64	0	0	0	0						False	NS
AT3TE57000	ATDNA12T3_2	AT3TE57000		3	13865840	13865903	-	64	0	0	0	0						False	NS
AT3TE57005	ATDNA12T3_2	AT3TE57005		3	13866345	13866407	-	63	0	0	0	0						False	NS
AT3TE57010	ATDNA12T3_2	AT3TE57010		3	13866827	13866889	-	63	0	0	0	0						False	NS
AT3TE57015	ATDNA12T3_2	AT3TE57015		3	13867606	13867669	-	64	0	0	0	0						False	NS
AT3TE57020	ATDNA12T3_2	AT3TE57020		3	13868114	13868177	-	64	0	0	0	0						False	NS
AT3TE57025	ATDNA12T3_2	AT3TE57025		3	13868620	13868683	-	64	0	0	0	0						False	NS
AT3TE57030	ATDNA12T3_2	AT3TE57030		3	13869124	13869187	-	64	0	0	0	0						False	NS
AT3TE57035	ATDNA12T3_2	AT3TE57035		3	13869627	13869690	-	64	0	0	0	0						False	NS
AT3TE57040	ATDNA12T3_2	AT3TE57040		3	13870135	13870198	-	64	0	0	0	0						False	NS
AT3TE57045	ATDNA12T3_2	AT3TE57045		3	13870639	13870702	-	64	0	0	0	0						False	NS
AT3TE57050	ATHILA	AT3TE57050		3	13870712	13877563	+	6852	0	0	0	0						False	NS
AT3TE57055	ATHILA3	AT3TE57055		3	13877564	13878027	-	464	0	0	0	0						False	NS
AT3TE57060	ATLANTYS1	AT3TE57060		3	13878028	13882805	+	4778	0	0	0	0						False	NS
AT3TE57065	ATHILA4C	AT3TE57065		3	13882807	13883759	-	953	0	0	0	0						False	NS
AT3TE57070	ATHILA0_I	AT3TE57070		3	13883877	13883940	-	64	0	0	0	0						False	NS
AT3TE57075	ATHILA2	AT3TE57075		3	13883941	13884000	-	60	0	0	0	0						False	NS
AT3TE57080	ATHILA0_I	AT3TE57080		3	13884001	13884023	-	23	0	0	0	0						False	NS
AT3TE57085	ATLANTYS2	AT3TE57085		3	13884028	13894235	+	10208	0	1	0.5	1.58496250072116						False	NS
AT3TE57090	ATGP10	AT3TE57090		3	13894236	13895199	+	964	0	0.333333333333333	0.166666666666667	0.736965594166206						False	NS
AT3TE57095	ATGP10	AT3TE57095		3	13895200	13897812	+	2613	0	0.666666666666667	0.333333333333333	1.22239242133645						False	NS
AT3TE57100	ATGP10	AT3TE57100		3	13899550	13900332	+	783	0	704.666666666667	352.333333333333	10.4618204696352	10.6734595239037	0.141781002171885	75.2813096282393	3.33269654328815e-11	7.77999493049823e-09	True	Up
AT3TE57105	ATHILA2	AT3TE57105		3	13902108	13902134	+	27	0	148.166666666667	74.0833333333333	8.21593739919915	8.41912686594117	0.17517394947658	48.0615233663313	7.04650831160695e-10	3.02137019646657e-08	True	Up
AT3TE57110	ATHILA2	AT3TE57110		3	13902135	13905745	+	3611	0	786.11	393.055	10.619504716837	10.8179137934812	0.20006563809114	54.0718231111386	3.16389806715137e-10	1.84648606641251e-08	True	Up
AT3TE57115	ATHILA2	AT3TE57115		3	13905746	13905828	+	83	0	2.61	1.305	2.63691458035588						False	NS
AT3TE57120	ATHILA2	AT3TE57120		3	13905829	13905884	+	56	0	2.05333333333333	1.02666666666667	2.35238189142908						False	NS
AT3TE57125	ATHILA6B	AT3TE57125		3	13905885	13909368	+	3484	0	44.0533333333333	22.0266666666667	6.47746146835328	6.62732288383934	0.277323245307046	23.8974662095192	8.00138886264994e-08	7.34101222726093e-07	True	Up
AT3TE57130	ATHILA2	AT3TE57130		3	13909369	13909465	+	97	0	3.85333333333333	1.92666666666667	3.12212049105055						False	NS
AT3TE57135	ATHILA2	AT3TE57135		3	13909466	13909631	+	166	0	3.24	1.62	2.90303827011291						False	NS
AT3TE57140	ATHILA2	AT3TE57140		3	13909632	13909725	+	94	0	3.79333333333333	1.89666666666667	3.10209818761874						False	NS
AT3TE57145	ATHILA6A	AT3TE57145		3	13909726	13909789	+	64	0	3.87666666666667	1.93833333333333	3.12983251039701						False	NS
AT3TE57150	ATHILA6A	AT3TE57150		3	13909790	13915698	+	5909	0	246.716666666667	123.358333333333	8.94963219882126	9.1525927423148	0.170590542513069	53.6524042158646	3.33587281988849e-10	1.89423480934749e-08	True	Up
AT3TE57155	ATGP10	AT3TE57155		3	13917162	13917232	+	71	0	0.333333333333333	0.166666666666667	0.736965594166206						False	NS
AT3TE57160	ATGP10	AT3TE57160		3	13918896	13919443	+	548	0	201.5	100.75	8.6582114827518	8.86461640897733	0.191417857708046	46.3102895159229	9.06726545889347e-10	3.2288685981585e-08	True	Up
AT3TE57165	ATGP10	AT3TE57165		3	13919444	13924434	+	4991	0.333333333333333	356.833333333333	178.583333333333	8.74416109557041	9.1600507125623	0.371872235086635	24.6322522853266	6.52362977503826e-08	6.34543803581267e-07	True	Up
AT3TE57170	ATLANTYS2	AT3TE57170		3	13924436	13924472	+	37	0	0	0	0						False	NS
AT3TE57175	ATHILA2	AT3TE57175		3	13924473	13925095	-	623	0	0.5	0.25	1						False	NS
AT3TE57180	ATHILA	AT3TE57180		3	13925096	13929403	+	4308	0	1.16666666666667	0.583333333333333	1.73696559416621						False	NS
AT3TE57185	ATHILA6B	AT3TE57185		3	13929404	13929536	+	133	0	0	0	0						False	NS
AT3TE57190	ATHILA	AT3TE57190		3	13929537	13930184	+	648	0	0	0	0						False	NS
AT3TE57195	ATHILA	AT3TE57195		3	13930196	13930302	+	107	0	0	0	0						False	NS
AT3TE57200	ATHILA	AT3TE57200		3	13930307	13933787	+	3481	0	0.833333333333333	0.416666666666667	1.41503749927884						False	NS
AT3TE57205	ATHILA	AT3TE57205		3	13933788	13933808	+	21	0	0	0	0						False	NS
AT3TE57210	ATHILA3	AT3TE57210		3	13933809	13934345	-	537	0	0	0	0						False	NS
AT3TE57215	ATHILA5	AT3TE57215		3	13934393	13935886	-	1494	0	0	0	0						False	NS
AT3TE57220	ATHILA5	AT3TE57220		3	13935031	13935055	-	25	0	0	0	0						False	NS
AT3TE57225	ATHILA3	AT3TE57225		3	13936201	13940947	-	4747	0	0	0	0						False	NS
AT3TE57230	ATHILA4A	AT3TE57230		3	13940948	13943608	-	2661	0	0	0	0						False	NS
AT3TE57235	ATHILA4C	AT3TE57235		3	13943609	13944323	-	715	0	0	0	0						False	NS
AT3TE57240	ATHILA4	AT3TE57240		3	13944324	13945162	-	839	0	0	0	0						False	NS
AT3TE57245	ATHILA4	AT3TE57245		3	13945271	13945302	-	32	0	0	0	0						False	NS
AT3TE57250	ATHILA4A	AT3TE57250		3	13945303	13946458	-	1156	0	0	0	0						False	NS
AT3TE57255	ATHILA3	AT3TE57255		3	13946459	13949676	-	3218	0	0	0	0						False	NS
AT3TE57260	ATHILA5	AT3TE57260		3	13949677	13949702	-	26	0	0	0	0						False	NS
AT3TE57265	ATHILA2	AT3TE57265		3	13949703	13954677	+	4975	0	0	0	0						False	NS
AT3TE57270	ATGP10	AT3TE57270		3	13954678	13954900	-	223	0	0	0	0						False	NS
AT3TE57275	ATENSPM10	AT3TE57275		3	13954901	13959339	-	4439	0	0	0	0						False	NS
AT3TE57280	ATENSPM7	AT3TE57280		3	13955952	13955994	-	43	0	0	0	0						False	NS
AT3TE57285	ATENSPM11	AT3TE57285		3	13956391	13956461	-	71	0	0	0	0						False	NS
AT3TE57295	ATENSPM11	AT3TE57295		3	13959340	13959444	-	105	0	0	0	0						False	NS
AT3TE57300	TNAT1A	AT3TE57300		3	13959905	13960118	+	214	0	0	0	0						False	NS
AT3TE57305	ATENSPM10	AT3TE57305		3	13960418	13960449	-	32	0	0	0	0						False	NS
AT3TE57310	ATENSPM11	AT3TE57310		3	13960450	13962975	-	2526	0	0.333333333333333	0.166666666666667	0.736965594166206						False	NS
AT3TE57315	ATENSPM10	AT3TE57315		3	13962976	13963164	-	189	0	0	0	0						False	NS
AT3TE57320	ATENSPM11	AT3TE57320		3	13964139	13964257	-	119	0	0	0	0						False	NS
AT3TE57325	ATGP10	AT3TE57325		3	13964258	13965705	-	1448	0	0	0	0						False	NS
AT3TE57330	ATHILA4C	AT3TE57330		3	13965706	13966235	+	530	0	0	0	0						False	NS
AT3TE57335	ATHILA6B	AT3TE57335		3	13966236	13966348	+	113	0	0	0	0						False	NS
AT3TE57340	ATHILA2	AT3TE57340		3	13966362	13969082	+	2721	0	0.166666666666667	0.0833333333333333	0.415037499278844						False	NS
AT3TE57345	ATHILA6A	AT3TE57345		3	13969087	13971711	+	2625	0	16.3333333333333	8.16666666666667	5.07324898203064						False	NS
AT3TE57350	ATHILA6A	AT3TE57350		3	13971715	13971805	+	91	0	1.66666666666667	0.833333333333333	2.11547721741994						False	NS
AT3TE57355	ATHILA2	AT3TE57355		3	13971806	13973813	+	2008	0	22.3333333333333	11.1666666666667	5.51306958223937	5.66608109477813	0.279377233513112	20.2811124712215	2.41297499659449e-07	1.74093221030519e-06	True	Up
AT3TE57360	VANDAL21	AT3TE57360		3	13973824	13976103	+	2280	0	11.1666666666667	5.58333333333333	4.54432051622381						False	NS
AT3TE57365	ATGP1	AT3TE57365		3	13976124	13976337	+	214	0	0	0	0						False	NS
AT3TE57370	ATHILA5	AT3TE57370		3	13976576	13977521	+	946	0	0	0	0						False	NS
AT3TE57375	ATGP10	AT3TE57375		3	13977702	13978062	+	361	0	0	0	0						False	NS
AT3TE57380	ATHILA4C	AT3TE57380		3	13978137	13978974	-	838	0	1.33333333333333	0.666666666666667	1.87446911791614						False	NS
AT3TE57385	LIMPET1	AT3TE57385		3	13978975	13979216	-	242	0	0	0	0						False	NS
AT3TE57390	ATREP18	AT3TE57390		3	13979497	13979546	+	50	0	0	0	0						False	NS
AT3TE57395	ATENSPM6	AT3TE57395		3	13979547	13988266	-	8720	0	4.33333333333333	2.16666666666667	3.27301849440642						False	NS
AT3TE57400	ATREP18	AT3TE57400		3	13988267	13988448	+	182	0	0	0	0						False	NS
AT3TE57405	ATENSPM6	AT3TE57405		3	13988504	13988853	-	350	0	0	0	0						False	NS
AT3TE57410	ATENSPM9	AT3TE57410		3	13990462	13990719	-	258	0	0	0	0						False	NS
AT3TE57415	ATENSPM5	AT3TE57415		3	13990720	13990794	-	75	0	0	0	0						False	NS
AT3TE57420	ATREP18	AT3TE57420		3	13990889	13992319	+	1431	0	0	0	0						False	NS
AT3TE57425	ATREP11	AT3TE57425		3	13992324	13992527	+	204	0	0	0	0						False	NS
AT3TE57430	ATHILA4A	AT3TE57430		3	13992618	13992691	-	74	0	0	0	0						False	NS
AT3TE57435	ATHILA4A	AT3TE57435		3	13992692	13993512	-	821	0	1.89	0.945	2.25701061820602						False	NS
AT3TE57440	ATHILA4A	AT3TE57440		3	13993513	13993588	-	76	0	0.223333333333333	0.111666666666667	0.532732541948599						False	NS
AT3TE57445	ATHILA6A	AT3TE57445		3	13993596	14001823	-	8228	0	3.89	1.945	3.13422093976063						False	NS
AT3TE57450	SIMPLEGUY1	AT3TE57450		3	14001824	14001849	-	26	0	0	0	0						False	NS
AT3TE57455	SIMPLEHAT2	AT3TE57455		3	14001850	14002678	-	829	0	0	0	0						False	NS
AT3TE57460	SIMPLEHAT2	AT3TE57460		3	14002679	14002734	-	56	0	0	0	0						False	NS
AT3TE57465	ATHILA4A	AT3TE57465		3	14002794	14004575	-	1782	0	0	0	0						False	NS
AT3TE57470	ATHILA6A	AT3TE57470		3	14004583	14006941	+	2359	0	0	0	0						False	NS
AT3TE57475	ATGP6	AT3TE57475		3	14008840	14008913	+	74	0	0	0	0						False	NS
AT3TE57480	ATGP7	AT3TE57480		3	14008914	14012689	+	3776	0	0	0	0						False	NS
AT3TE57485	ATGP7	AT3TE57485		3	14012690	14012850	+	161	0	0	0	0						False	NS
AT3TE57490	ATHILA	AT3TE57490		3	14013950	14017694	+	3745	0	0	0	0						False	NS
AT3TE57495	ATHILA4B_LTR	AT3TE57495		3	14014730	14015925	+	1196	0	0	0	0						False	NS
AT3TE57500	ATENSPM6	AT3TE57500		3	14017695	14019019	+	1325	0	0	0	0						False	NS
AT3TE57505	ATHILA4B_LTR	AT3TE57505		3	14019020	14019867	+	848	0	0.333333333333333	0.166666666666667	0.736965594166206						False	NS
AT3TE57510	BRODYAGA1A	AT3TE57510		3	14021957	14022048	+	92	0	0	0	0						False	NS
AT3TE57515	BRODYAGA1A	AT3TE57515		3	14022049	14022762	-	714	0	0	0	0						False	NS
AT3TE57520	ATHILA6A	AT3TE57520		3	14022763	14023463	+	701	0	4	2	3.16992500144231						False	NS
AT3TE57525	ATHILA4A	AT3TE57525		3	14023620	14025243	-	1624	0	65.6666666666667	32.8333333333333	7.0480326964218	7.19808908385078	0.283580001478185	25.382922090169	5.32764050840983e-08	5.38142918661974e-07	True	Up
AT3TE57530	ATHILA4D_LTR	AT3TE57530		3	14025246	14025267	-	22	0	0	0	0						False	NS
AT3TE57535	ATGP10	AT3TE57535		3	14025466	14025866	+	401	0	0.833333333333333	0.416666666666667	1.41503749927884						False	NS
AT3TE57540	ATHILA4A	AT3TE57540		3	14025884	14026088	-	205	0	0.833333333333333	0.416666666666667	1.41503749927884						False	NS
AT3TE57545	ATGP10	AT3TE57545		3	14026309	14026690	+	382	0	0	0	0						False	NS
AT3TE57550	ATGP2N	AT3TE57550		3	14026691	14029586	+	2896	0	8.83333333333333	4.41666666666667	4.22239242133645						False	NS
AT3TE57555	ATGP10	AT3TE57555		3	14029587	14030071	+	485	0	1.83333333333333	0.916666666666667	2.22239242133645						False	NS
AT3TE57560	ATGP10	AT3TE57560		3	14030072	14030819	-	748	0	7.16666666666667	3.58333333333333	3.93859945533586						False	NS
AT3TE57565	ATGP10	AT3TE57565		3	14031136	14035158	+	4023	0	987.556666666667	493.778333333333	10.9484499748788	11.1565175566953	0.160809729459557	69.3771303153714	5.80926541405932e-11	1.01710555291155e-08	True	Up
AT3TE57570	ATGP10	AT3TE57570		3	14034854	14034886	+	33	0	18.2233333333333	9.11166666666667	5.22676539708273	5.43708888558248	0.237022074115471	22.939166766947	1.05417845847124e-07	9.02679118578261e-07	True	Up
AT3TE57575	ATLANTYS3	AT3TE57575		3	14035160	14036083	+	924	0	60.5566666666667	30.2783333333333	6.93207692395485	7.13818180987213	0.186207436198637	38.3345689924944	3.27110340300738e-09	7.389879838407e-08	True	Up
AT3TE57585	ATHILA2	AT3TE57585		3	14039599	14039624	+	26	0	0.333333333333333	0.166666666666667	0.736965594166206						False	NS
AT3TE57590	ATHILA3	AT3TE57590		3	14039625	14040006	+	382	0	0.333333333333333	0.166666666666667	0.736965594166206						False	NS
AT3TE57595	HELITRON2	AT3TE57595		3	14040007	14040047	-	41	0	0	0	0						False	NS
AT3TE57600	HELITRON2	AT3TE57600		3	14040048	14051435	-	11388	0	1	0.5	1.58496250072116						False	NS
AT3TE57605	ATGP1	AT3TE57605		3	14041340	14043222	-	1883	0	0	0	0						False	NS
AT3TE57640	TNAT2A	AT3TE57640		3	14051438	14051727	+	290	0	0	0	0						False	NS
AT3TE57645	VANDAL8	AT3TE57645		3	14051728	14060628	-	8901	0	12.6666666666667	6.33333333333333	4.71881824745595						False	NS
AT3TE57650	TA11	AT3TE57650		3	14061085	14062033	+	949	0	0	0	0						False	NS
AT3TE57655	TA11	AT3TE57655		3	14062034	14072953	+	10920	0	0.5	0.25	1						False	NS
AT3TE57660	ATHILA2	AT3TE57660		3	14064626	14067617	-	2992	0	0	0	0						False	NS
AT3TE57665	ATREP17	AT3TE57665		3	14064914	14066181	-	1268	0	0	0	0						False	NS
AT3TE57670	ATHILA4A	AT3TE57670		3	14067620	14072004	+	4385	0	0.5	0.25	1						False	NS
AT3TE57675	ATHILA2	AT3TE57675		3	14072005	14072058	-	54	0	0	0	0						False	NS
AT3TE57680	ATHILA0_I	AT3TE57680		3	14073020	14073145	-	126	0	0	0	0						False	NS
AT3TE57685	ATHILA	AT3TE57685		3	14073146	14076846	-	3701	0	0.11	0.055	0.286881147788162						False	NS
AT3TE57690	ATHILA	AT3TE57690		3	14076847	14077500	-	654	0	0	0	0						False	NS
AT3TE57695	ATHILA6B	AT3TE57695		3	14077501	14077652	-	152	0	0	0	0						False	NS
AT3TE57700	ATHILA	AT3TE57700		3	14077653	14077783	-	131	0	0	0	0						False	NS
AT3TE57705	ATHILA	AT3TE57705		3	14077784	14081519	-	3736	0	0	0	0						False	NS
AT3TE57710	ATHILA	AT3TE57710		3	14081520	14081963	-	444	0	0	0	0						False	NS
AT3TE57715	ATENSPM3	AT3TE57715		3	14082296	14082745	-	450	0	2	1	2.32192809488736						False	NS
AT3TE57720	ATENSPM7	AT3TE57720		3	14084238	14084561	-	324	0.333333333333333	15	7.66666666666667	4.21723071622067						False	NS
AT3TE57770	HELITRON1	AT3TE57770		3	14095731	14097279	+	1549	3.83333333333333	0.333333333333333	2.08333333333333	-2.37851162325373						False	NS
