Table S7D. Region-level non-redundant HSF motif-coordinate placement metrics across PWM-score thresholds.					
					
Region ID	Region class	Region length (bp)	Relative PWM-score threshold	Non-redundant HSF motif-coordinate placements	Density (placements/kb)
BG_LTR_like_02443	Strict non-ONSEN TE background	1157	0.9	2	1.7286084701815
BG_LTR_like_02444	Strict non-ONSEN TE background	823	0.9	2	2.43013365735115
BG_LTR_like_02445	Strict non-ONSEN TE background	577	0.9	0	0
BG_LTR_like_02446	Strict non-ONSEN TE background	435	0.9	3	6.89655172413793
BG_LTR_like_02447	Strict non-ONSEN TE background	218	0.9	0	0
BG_LTR_like_02448	Strict non-ONSEN TE background	1690	0.9	2	1.18343195266272
BG_LTR_like_02449	Strict non-ONSEN TE background	506	0.9	0	0
BG_LTR_like_02452	Strict non-ONSEN TE background	369	0.9	0	0
BG_LTR_like_02453	Strict non-ONSEN TE background	1442	0.9	3	2.08044382801664
BG_LTR_like_02454	Strict non-ONSEN TE background	1686	0.9	2	1.18623962040332
BG_LTR_like_02455	Strict non-ONSEN TE background	604	0.9	2	3.3112582781457
BG_LTR_like_02456	Strict non-ONSEN TE background	1733	0.9	3	1.73110213502597
BG_LTR_like_02459	Strict non-ONSEN TE background	421	0.9	4	9.50118764845606
BG_LTR_like_02460	Strict non-ONSEN TE background	1682	0.9	4	2.37812128418549
BG_LTR_like_02463	Strict non-ONSEN TE background	473	0.9	0	0
BG_LTR_like_02464	Strict non-ONSEN TE background	1341	0.9	1	0.745712155108128
BG_LTR_like_02465	Strict non-ONSEN TE background	245	0.9	0	0
BG_LTR_like_02466	Strict non-ONSEN TE background	1111	0.9	2	1.8001800180018
BG_LTR_like_02467	Strict non-ONSEN TE background	776	0.9	2	2.57731958762887
BG_LTR_like_02468	Strict non-ONSEN TE background	335	0.9	0	0
BG_LTR_like_02469	Strict non-ONSEN TE background	443	0.9	5	11.2866817155756
BG_LTR_like_02470	Strict non-ONSEN TE background	1612	0.9	2	1.24069478908189
BG_LTR_like_02471	Strict non-ONSEN TE background	506	0.9	0	0
BG_LTR_like_02472	Strict non-ONSEN TE background	211	0.9	0	0
BG_LTR_like_02473	Strict non-ONSEN TE background	1451	0.9	3	2.06753962784287
BG_LTR_like_02474	Strict non-ONSEN TE background	1692	0.9	2	1.18203309692671
BG_LTR_like_02475	Strict non-ONSEN TE background	1801	0.9	3	1.66574125485841
BG_LTR_like_02478	Strict non-ONSEN TE background	1423	0.9	1	0.702740688685875
BG_LTR_like_02479	Strict non-ONSEN TE background	1856	0.9	2	1.07758620689655
BG_LTR_like_02480	Strict non-ONSEN TE background	426	0.9	1	2.34741784037559
BG_LTR_like_02481	Strict non-ONSEN TE background	300	0.9	0	0
BG_LTR_like_02482	Strict non-ONSEN TE background	669	0.9	0	0
BG_LTR_like_02483	Strict non-ONSEN TE background	321	0.9	0	0
BG_LTR_like_02484	Strict non-ONSEN TE background	1525	0.9	0	0
BG_LTR_like_02485	Strict non-ONSEN TE background	874	0.9	0	0
BG_LTR_like_02486	Strict non-ONSEN TE background	1694	0.9	5	2.95159386068477
BG_LTR_like_02489	Strict non-ONSEN TE background	520	0.9	0	0
BG_LTR_like_02494	Strict non-ONSEN TE background	307	0.9	0	0
BG_LTR_like_02495	Strict non-ONSEN TE background	259	0.9	0	0
BG_LTR_like_02496	Strict non-ONSEN TE background	566	0.9	0	0
BG_LTR_like_02499	Strict non-ONSEN TE background	542	0.9	0	0
BG_LTR_like_02502	Strict non-ONSEN TE background	1448	0.9	2	1.38121546961326
BG_LTR_like_02503	Strict non-ONSEN TE background	407	0.9	0	0
BG_LTR_like_02507	Strict non-ONSEN TE background	1357	0.9	3	2.21075902726603
BG_LTR_like_02510	Strict non-ONSEN TE background	407	0.9	0	0
BG_LTR_like_02511	Strict non-ONSEN TE background	1978	0.9	2	1.01112234580384
BG_LTR_like_02514	Strict non-ONSEN TE background	1144	0.9	2	1.74825174825175
BG_LTR_like_02515	Strict non-ONSEN TE background	1912	0.9	15	7.84518828451883
BG_LTR_like_02516	Strict non-ONSEN TE background	294	0.9	0	0
BG_LTR_like_02517	Strict non-ONSEN TE background	219	0.9	0	0
BG_LTR_like_02520	Strict non-ONSEN TE background	1116	0.9	4	3.584229390681
BG_LTR_like_02523	Strict non-ONSEN TE background	941	0.9	2	2.12539851222104
BG_LTR_like_02526	Strict non-ONSEN TE background	1115	0.9	1	0.896860986547085
BG_LTR_like_02527	Strict non-ONSEN TE background	1631	0.9	3	1.83936235438381
BG_LTR_like_02528	Strict non-ONSEN TE background	1194	0.9	8	6.7001675041876
BG_LTR_like_02529	Strict non-ONSEN TE background	1620	0.9	0	0
BG_LTR_like_02530	Strict non-ONSEN TE background	1086	0.9	5	4.60405156537753
BG_LTR_like_02531	Strict non-ONSEN TE background	1305	0.9	2	1.53256704980843
BG_LTR_like_02532	Strict non-ONSEN TE background	1659	0.9	1	0.602772754671489
BG_LTR_like_02535	Strict non-ONSEN TE background	625	0.9	1	1.6
BG_LTR_like_02536	Strict non-ONSEN TE background	926	0.9	0	0
BG_LTR_like_02539	Strict non-ONSEN TE background	254	0.9	0	0
BG_LTR_like_02540	Strict non-ONSEN TE background	1302	0.9	2	1.53609831029186
BG_LTR_like_02541	Strict non-ONSEN TE background	621	0.9	0	0
BG_LTR_like_02542	Strict non-ONSEN TE background	262	0.9	0	0
BG_LTR_like_02543	Strict non-ONSEN TE background	651	0.9	1	1.53609831029186
BG_LTR_like_02544	Strict non-ONSEN TE background	283	0.9	0	0
BG_LTR_like_02545	Strict non-ONSEN TE background	650	0.9	1	1.53846153846154
BG_LTR_like_02546	Strict non-ONSEN TE background	288	0.9	0	0
BG_LTR_like_02549	Strict non-ONSEN TE background	459	0.9	0	0
BG_LTR_like_02550	Strict non-ONSEN TE background	263	0.9	0	0
BG_LTR_like_02551	Strict non-ONSEN TE background	1650	0.9	20	12.1212121212121
BG_LTR_like_02552	Strict non-ONSEN TE background	1274	0.9	5	3.92464678178964
BG_LTR_like_02553	Strict non-ONSEN TE background	824	0.9	9	10.9223300970874
BG_LTR_like_02556	Strict non-ONSEN TE background	593	0.9	1	1.68634064080944
BG_LTR_like_02557	Strict non-ONSEN TE background	211	0.9	0	0
BG_LTR_like_02558	Strict non-ONSEN TE background	258	0.9	1	3.87596899224806
BG_LTR_like_02559	Strict non-ONSEN TE background	1810	0.9	2	1.10497237569061
BG_LTR_like_02560	Strict non-ONSEN TE background	1157	0.9	1	0.864304235090752
BG_LTR_like_02561	Strict non-ONSEN TE background	1215	0.9	6	4.93827160493827
BG_LTR_like_02565	Strict non-ONSEN TE background	1220	0.9	2	1.63934426229508
BG_LTR_like_02566	Strict non-ONSEN TE background	966	0.9	9	9.3167701863354
BG_LTR_like_02567	Strict non-ONSEN TE background	200	0.9	1	5
BG_LTR_like_02568	Strict non-ONSEN TE background	1870	0.9	5	2.67379679144385
BG_LTR_like_02569	Strict non-ONSEN TE background	1866	0.9	1	0.535905680600214
BG_LTR_like_02570	Strict non-ONSEN TE background	518	0.9	1	1.93050193050193
BG_LTR_like_02573	Strict non-ONSEN TE background	1656	0.9	3	1.81159420289855
BG_LTR_like_02574	Strict non-ONSEN TE background	280	0.9	1	3.57142857142857
BG_LTR_like_02577	Strict non-ONSEN TE background	353	0.9	12	33.9943342776204
BG_LTR_like_02578	Strict non-ONSEN TE background	1275	0.9	0	0
BG_LTR_like_02581	Strict non-ONSEN TE background	813	0.9	5	6.15006150061501
BG_LTR_like_02582	Strict non-ONSEN TE background	1016	0.9	2	1.96850393700787
BG_LTR_like_02583	Strict non-ONSEN TE background	1943	0.9	0	0
BG_LTR_like_02584	Strict non-ONSEN TE background	1770	0.9	2	1.12994350282486
BG_LTR_like_02585	Strict non-ONSEN TE background	439	0.9	0	0
BG_LTR_like_02586	Strict non-ONSEN TE background	1197	0.9	1	0.835421888053467
BG_LTR_like_02587	Strict non-ONSEN TE background	1128	0.9	0	0
BG_LTR_like_02588	Strict non-ONSEN TE background	1130	0.9	1	0.884955752212389
BG_LTR_like_02589	Strict non-ONSEN TE background	1579	0.9	2	1.26662444585181
BG_LTR_like_02590	Strict non-ONSEN TE background	620	0.9	1	1.61290322580645
BG_LTR_like_02593	Strict non-ONSEN TE background	620	0.9	1	1.61290322580645
BG_LTR_like_02594	Strict non-ONSEN TE background	366	0.9	0	0
BG_LTR_like_02595	Strict non-ONSEN TE background	1207	0.9	0	0
BG_LTR_like_02596	Strict non-ONSEN TE background	1532	0.9	2	1.30548302872063
BG_LTR_like_02597	Strict non-ONSEN TE background	201	0.9	0	0
BG_LTR_like_02598	Strict non-ONSEN TE background	279	0.9	0	0
BG_LTR_like_02599	Strict non-ONSEN TE background	389	0.9	0	0
BG_LTR_like_02602	Strict non-ONSEN TE background	1234	0.9	6	4.86223662884927
BG_LTR_like_02605	Strict non-ONSEN TE background	905	0.9	1	1.10497237569061
BG_LTR_like_02606	Strict non-ONSEN TE background	900	0.9	2	2.22222222222222
BG_LTR_like_02607	Strict non-ONSEN TE background	894	0.9	0	0
BG_LTR_like_02608	Strict non-ONSEN TE background	528	0.9	3	5.68181818181818
BG_LTR_like_02611	Strict non-ONSEN TE background	693	0.9	0	0
BG_LTR_like_02612	Strict non-ONSEN TE background	1292	0.9	0	0
BG_LTR_like_02613	Strict non-ONSEN TE background	248	0.9	0	0
BG_LTR_like_02616	Strict non-ONSEN TE background	537	0.9	0	0
BG_LTR_like_02617	Strict non-ONSEN TE background	845	0.9	2	2.36686390532544
BG_LTR_like_02618	Strict non-ONSEN TE background	316	0.9	4	12.6582278481013
BG_LTR_like_02619	Strict non-ONSEN TE background	345	0.9	0	0
BG_LTR_like_02620	Strict non-ONSEN TE background	1668	0.9	3	1.79856115107914
BG_LTR_like_02621	Strict non-ONSEN TE background	1067	0.9	1	0.937207122774133
BG_LTR_like_02622	Strict non-ONSEN TE background	1362	0.9	2	1.46842878120411
BG_LTR_like_02623	Strict non-ONSEN TE background	1218	0.9	1	0.821018062397373
BG_LTR_like_02624	Strict non-ONSEN TE background	1259	0.9	1	0.79428117553614
BG_LTR_like_02625	Strict non-ONSEN TE background	233	0.9	0	0
BG_LTR_like_02626	Strict non-ONSEN TE background	485	0.9	4	8.24742268041237
BG_LTR_like_02627	Strict non-ONSEN TE background	259	0.9	0	0
BG_LTR_like_02632	Strict non-ONSEN TE background	360	0.9	0	0
BG_LTR_like_02633	Strict non-ONSEN TE background	463	0.9	1	2.15982721382289
BG_LTR_like_02634	Strict non-ONSEN TE background	1179	0.9	0	0
BG_LTR_like_02635	Strict non-ONSEN TE background	356	0.9	2	5.61797752808989
BG_LTR_like_02636	Strict non-ONSEN TE background	830	0.9	2	2.40963855421687
BG_LTR_like_02637	Strict non-ONSEN TE background	257	0.9	0	0
BG_LTR_like_02640	Strict non-ONSEN TE background	1210	0.9	0	0
BG_LTR_like_02698	Strict non-ONSEN TE background	201	0.9	1	4.97512437810945
BG_LTR_like_02699	Strict non-ONSEN TE background	920	0.9	2	2.17391304347826
BG_LTR_like_02704	Strict non-ONSEN TE background	1093	0.9	1	0.914913083257091
BG_LTR_like_02705	Strict non-ONSEN TE background	884	0.9	0	0
BG_LTR_like_02706	Strict non-ONSEN TE background	675	0.9	0	0
BG_LTR_like_02712	Strict non-ONSEN TE background	369	0.9	0	0
BG_LTR_like_02713	Strict non-ONSEN TE background	1524	0.9	0	0
BG_LTR_like_02714	Strict non-ONSEN TE background	212	0.9	0	0
BG_LTR_like_02715	Strict non-ONSEN TE background	241	0.9	0	0
BG_LTR_like_02716	Strict non-ONSEN TE background	1591	0.9	1	0.628535512256443
BG_LTR_like_02717	Strict non-ONSEN TE background	304	0.9	0	0
BG_LTR_like_02718	Strict non-ONSEN TE background	393	0.9	1	2.54452926208651
BG_LTR_like_02719	Strict non-ONSEN TE background	657	0.9	0	0
BG_LTR_like_02720	Strict non-ONSEN TE background	515	0.9	5	9.70873786407767
BG_LTR_like_02721	Strict non-ONSEN TE background	300	0.9	0	0
BG_LTR_like_02722	Strict non-ONSEN TE background	639	0.9	6	9.38967136150235
BG_LTR_like_02723	Strict non-ONSEN TE background	471	0.9	0	0
BG_LTR_like_02726	Strict non-ONSEN TE background	1200	0.9	1	0.833333333333333
BG_LTR_like_02727	Strict non-ONSEN TE background	1207	0.9	2	1.65700082850041
BG_LTR_like_02728	Strict non-ONSEN TE background	851	0.9	0	0
BG_LTR_like_02739	Strict non-ONSEN TE background	717	0.9	1	1.39470013947001
BG_LTR_like_02740	Strict non-ONSEN TE background	346	0.9	0	0
BG_LTR_like_02780	Strict non-ONSEN TE background	323	0.9	0	0
BG_LTR_like_02781	Strict non-ONSEN TE background	233	0.9	0	0
BG_LTR_like_02787	Strict non-ONSEN TE background	555	0.9	1	1.8018018018018
BG_LTR_like_02788	Strict non-ONSEN TE background	258	0.9	0	0
BG_LTR_like_02789	Strict non-ONSEN TE background	216	0.9	1	4.62962962962963
BG_LTR_like_02790	Strict non-ONSEN TE background	228	0.9	0	0
BG_LTR_like_02791	Strict non-ONSEN TE background	463	0.9	5	10.7991360691145
BG_LTR_like_02795	Strict non-ONSEN TE background	202	0.9	0	0
BG_LTR_like_02828	Strict non-ONSEN TE background	1024	0.9	1	0.9765625
BG_LTR_like_02843	Strict non-ONSEN TE background	228	0.9	0	0
BG_LTR_like_02846	Strict non-ONSEN TE background	287	0.9	0	0
BG_LTR_like_02847	Strict non-ONSEN TE background	355	0.9	1	2.8169014084507
BG_LTR_like_02848	Strict non-ONSEN TE background	209	0.9	0	0
BG_LTR_like_02849	Strict non-ONSEN TE background	378	0.9	0	0
BG_LTR_like_02870	Strict non-ONSEN TE background	521	0.9	2	3.83877159309021
BG_LTR_like_02874	Strict non-ONSEN TE background	290	0.9	0	0
BG_LTR_like_02875	Strict non-ONSEN TE background	256	0.9	0	0
BG_LTR_like_02876	Strict non-ONSEN TE background	887	0.9	9	10.1465614430665
BG_LTR_like_02879	Strict non-ONSEN TE background	700	0.9	1	1.42857142857143
BG_LTR_like_02883	Strict non-ONSEN TE background	853	0.9	9	10.5509964830012
BG_LTR_like_02901	Strict non-ONSEN TE background	302	0.9	0	0
BG_LTR_like_02902	Strict non-ONSEN TE background	472	0.9	0	0
BG_LTR_like_02929	Strict non-ONSEN TE background	299	0.9	0	0
BG_LTR_like_02937	Strict non-ONSEN TE background	201	0.9	0	0
BG_LTR_like_03130	Strict non-ONSEN TE background	655	0.9	0	0
BG_LTR_like_03131	Strict non-ONSEN TE background	297	0.9	0	0
BG_LTR_like_03153	Strict non-ONSEN TE background	203	0.9	0	0
BG_LTR_like_03154	Strict non-ONSEN TE background	501	0.9	0	0
BG_LTR_like_03155	Strict non-ONSEN TE background	256	0.9	0	0
BG_LTR_like_03182	Strict non-ONSEN TE background	219	0.9	1	4.5662100456621
BG_LTR_like_03190	Strict non-ONSEN TE background	288	0.9	1	3.47222222222222
BG_LTR_like_03191	Strict non-ONSEN TE background	228	0.9	0	0
BG_LTR_like_03276	Strict non-ONSEN TE background	222	0.9	0	0
BG_LTR_like_03289	Strict non-ONSEN TE background	364	0.9	0	0
BG_LTR_like_03290	Strict non-ONSEN TE background	213	0.9	0	0
BG_LTR_like_03293	Strict non-ONSEN TE background	966	0.9	0	0
BG_LTR_like_03294	Strict non-ONSEN TE background	375	0.9	0	0
BG_LTR_like_03319	Strict non-ONSEN TE background	989	0.9	6	6.06673407482305
BG_LTR_like_03345	Strict non-ONSEN TE background	234	0.9	0	0
BG_LTR_like_03362	Strict non-ONSEN TE background	655	0.9	0	0
BG_LTR_like_03389	Strict non-ONSEN TE background	220	0.9	0	0
BG_LTR_like_03390	Strict non-ONSEN TE background	225	0.9	0	0
BG_LTR_like_03448	Strict non-ONSEN TE background	233	0.9	0	0
BG_LTR_like_03451	Strict non-ONSEN TE background	384	0.9	0	0
BG_LTR_like_03501	Strict non-ONSEN TE background	306	0.9	0	0
BG_LTR_like_03511	Strict non-ONSEN TE background	570	0.9	1	1.75438596491228
BG_LTR_like_03512	Strict non-ONSEN TE background	221	0.9	0	0
BG_LTR_like_03513	Strict non-ONSEN TE background	419	0.9	1	2.38663484486874
BG_LTR_like_03538	Strict non-ONSEN TE background	207	0.9	0	0
BG_LTR_like_03583	Strict non-ONSEN TE background	202	0.9	0	0
BG_LTR_like_03600	Strict non-ONSEN TE background	246	0.9	0	0
BG_LTR_like_03662	Strict non-ONSEN TE background	440	0.9	0	0
BG_LTR_like_03728	Strict non-ONSEN TE background	226	0.9	1	4.42477876106195
BG_LTR_like_03729	Strict non-ONSEN TE background	352	0.9	1	2.84090909090909
BG_LTR_like_03786	Strict non-ONSEN TE background	251	0.9	0	0
BG_LTR_like_03865	Strict non-ONSEN TE background	232	0.9	0	0
BG_LTR_like_03882	Strict non-ONSEN TE background	324	0.9	0	0
BG_LTR_like_03949	Strict non-ONSEN TE background	327	0.9	2	6.11620795107034
BG_LTR_like_04081	Strict non-ONSEN TE background	443	0.9	0	0
BG_LTR_like_04547	Strict non-ONSEN TE background	644	0.9	1	1.5527950310559
BG_LTR_like_04548	Strict non-ONSEN TE background	350	0.9	0	0
BG_LTR_like_04603	Strict non-ONSEN TE background	854	0.9	0	0
BG_LTR_like_04604	Strict non-ONSEN TE background	375	0.9	1	2.66666666666667
BG_LTR_like_04605	Strict non-ONSEN TE background	1451	0.9	0	0
BG_LTR_like_04606	Strict non-ONSEN TE background	692	0.9	1	1.44508670520231
BG_LTR_like_04649	Strict non-ONSEN TE background	444	0.9	1	2.25225225225225
BG_LTR_like_04650	Strict non-ONSEN TE background	1178	0.9	3	2.54668930390492
BG_LTR_like_04651	Strict non-ONSEN TE background	326	0.9	2	6.13496932515337
BG_LTR_like_04652	Strict non-ONSEN TE background	429	0.9	1	2.33100233100233
BG_LTR_like_04653	Strict non-ONSEN TE background	621	0.9	3	4.83091787439614
BG_LTR_like_04654	Strict non-ONSEN TE background	674	0.9	1	1.48367952522255
BG_LTR_like_04659	Strict non-ONSEN TE background	1200	0.9	2	1.66666666666667
BG_LTR_like_04660	Strict non-ONSEN TE background	774	0.9	2	2.58397932816537
BG_LTR_like_04661	Strict non-ONSEN TE background	1221	0.9	5	4.09500409500409
BG_LTR_like_04669	Strict non-ONSEN TE background	708	0.9	6	8.47457627118644
BG_LTR_like_04672	Strict non-ONSEN TE background	291	0.9	0	0
BG_LTR_like_04673	Strict non-ONSEN TE background	1794	0.9	2	1.11482720178372
BG_LTR_like_04699	Strict non-ONSEN TE background	428	0.9	7	16.3551401869159
BG_LTR_like_04700	Strict non-ONSEN TE background	1476	0.9	4	2.710027100271
BG_LTR_like_04701	Strict non-ONSEN TE background	329	0.9	0	0
BG_LTR_like_04709	Strict non-ONSEN TE background	209	0.9	0	0
BG_LTR_like_04710	Strict non-ONSEN TE background	519	0.9	0	0
BG_LTR_like_04713	Strict non-ONSEN TE background	388	0.9	1	2.57731958762887
BG_LTR_like_04714	Strict non-ONSEN TE background	1179	0.9	1	0.848176420695505
BG_LTR_like_04715	Strict non-ONSEN TE background	364	0.9	0	0
BG_LTR_like_04716	Strict non-ONSEN TE background	430	0.9	1	2.32558139534884
BG_LTR_like_04725	Strict non-ONSEN TE background	498	0.9	1	2.00803212851406
BG_LTR_like_04726	Strict non-ONSEN TE background	1930	0.9	3	1.55440414507772
BG_LTR_like_04761	Strict non-ONSEN TE background	313	0.9	0	0
BG_LTR_like_04764	Strict non-ONSEN TE background	901	0.9	3	3.32963374028857
BG_LTR_like_04765	Strict non-ONSEN TE background	363	0.9	1	2.75482093663912
BG_LTR_like_04766	Strict non-ONSEN TE background	1685	0.9	1	0.593471810089021
BG_LTR_like_04767	Strict non-ONSEN TE background	1842	0.9	0	0
BG_LTR_like_04770	Strict non-ONSEN TE background	551	0.9	2	3.62976406533575
BG_LTR_like_04771	Strict non-ONSEN TE background	1181	0.9	6	5.08044030482642
BG_LTR_like_04772	Strict non-ONSEN TE background	618	0.9	2	3.23624595469256
BG_LTR_like_04773	Strict non-ONSEN TE background	717	0.9	2	2.78940027894003
BG_LTR_like_04774	Strict non-ONSEN TE background	1204	0.9	3	2.49169435215947
BG_LTR_like_04775	Strict non-ONSEN TE background	827	0.9	2	2.41837968561064
BG_LTR_like_04776	Strict non-ONSEN TE background	239	0.9	0	0
BG_LTR_like_04777	Strict non-ONSEN TE background	1834	0.9	5	2.72628135223555
BG_LTR_like_04778	Strict non-ONSEN TE background	1993	0.9	0	0
BG_LTR_like_04779	Strict non-ONSEN TE background	239	0.9	0	0
BG_LTR_like_04780	Strict non-ONSEN TE background	779	0.9	4	5.13478818998716
BG_LTR_like_04781	Strict non-ONSEN TE background	1205	0.9	11	9.12863070539419
BG_LTR_like_04782	Strict non-ONSEN TE background	1829	0.9	2	1.09349371241115
BG_LTR_like_04783	Strict non-ONSEN TE background	1209	0.9	0	0
BG_LTR_like_04784	Strict non-ONSEN TE background	1569	0.9	3	1.91204588910134
BG_LTR_like_04785	Strict non-ONSEN TE background	1149	0.9	5	4.35161009573542
BG_LTR_like_04788	Strict non-ONSEN TE background	1649	0.9	2	1.21285627653123
BG_LTR_like_04789	Strict non-ONSEN TE background	1629	0.9	7	4.29711479435236
BG_LTR_like_04790	Strict non-ONSEN TE background	403	0.9	1	2.48138957816377
BG_LTR_like_04791	Strict non-ONSEN TE background	1855	0.9	5	2.69541778975741
BG_LTR_like_04792	Strict non-ONSEN TE background	370	0.9	0	0
BG_LTR_like_04796	Strict non-ONSEN TE background	1607	0.9	1	0.622277535780958
BG_LTR_like_04797	Strict non-ONSEN TE background	1684	0.9	7	4.15676959619953
BG_LTR_like_04798	Strict non-ONSEN TE background	809	0.9	1	1.23609394313968
BG_LTR_like_04799	Strict non-ONSEN TE background	526	0.9	0	0
BG_LTR_like_04800	Strict non-ONSEN TE background	873	0.9	1	1.1454753722795
BG_LTR_like_04801	Strict non-ONSEN TE background	1335	0.9	1	0.749063670411985
BG_LTR_like_04804	Strict non-ONSEN TE background	1673	0.9	3	1.7931858936043
BG_LTR_like_04807	Strict non-ONSEN TE background	307	0.9	0	0
BG_LTR_like_04808	Strict non-ONSEN TE background	620	0.9	0	0
BG_LTR_like_04809	Strict non-ONSEN TE background	1458	0.9	14	9.60219478737997
BG_LTR_like_04810	Strict non-ONSEN TE background	1346	0.9	4	2.97176820208024
BG_LTR_like_04813	Strict non-ONSEN TE background	1421	0.9	4	2.81491907107671
BG_LTR_like_04814	Strict non-ONSEN TE background	678	0.9	0	0
BG_LTR_like_04817	Strict non-ONSEN TE background	1597	0.9	5	3.13087038196619
BG_LTR_like_04818	Strict non-ONSEN TE background	1224	0.9	0	0
BG_LTR_like_04821	Strict non-ONSEN TE background	811	0.9	2	2.46609124537608
BG_LTR_like_04824	Strict non-ONSEN TE background	702	0.9	1	1.42450142450142
BG_LTR_like_04825	Strict non-ONSEN TE background	444	0.9	0	0
BG_LTR_like_04826	Strict non-ONSEN TE background	985	0.9	9	9.13705583756345
BG_LTR_like_04827	Strict non-ONSEN TE background	1588	0.9	17	10.7052896725441
BG_LTR_like_04828	Strict non-ONSEN TE background	1521	0.9	4	2.62984878369494
BG_LTR_like_04831	Strict non-ONSEN TE background	689	0.9	0	0
BG_LTR_like_04832	Strict non-ONSEN TE background	414	0.9	2	4.83091787439614
BG_LTR_like_04833	Strict non-ONSEN TE background	1030	0.9	3	2.9126213592233
BG_LTR_like_04834	Strict non-ONSEN TE background	399	0.9	11	27.5689223057644
BG_LTR_like_04835	Strict non-ONSEN TE background	341	0.9	2	5.86510263929619
BG_LTR_like_04836	Strict non-ONSEN TE background	593	0.9	0	0
BG_LTR_like_04837	Strict non-ONSEN TE background	1234	0.9	4	3.24149108589951
BG_LTR_like_04838	Strict non-ONSEN TE background	1935	0.9	6	3.10077519379845
BG_LTR_like_04839	Strict non-ONSEN TE background	281	0.9	4	14.2348754448399
BG_LTR_like_04840	Strict non-ONSEN TE background	466	0.9	2	4.29184549356223
BG_LTR_like_04845	Strict non-ONSEN TE background	235	0.9	0	0
BG_LTR_like_04846	Strict non-ONSEN TE background	1402	0.9	3	2.1398002853067
BG_LTR_like_04849	Strict non-ONSEN TE background	220	0.9	2	9.09090909090909
BG_LTR_like_04852	Strict non-ONSEN TE background	754	0.9	1	1.3262599469496
BG_LTR_like_04855	Strict non-ONSEN TE background	301	0.9	0	0
BG_LTR_like_04858	Strict non-ONSEN TE background	290	0.9	1	3.44827586206897
BG_LTR_like_04859	Strict non-ONSEN TE background	442	0.9	1	2.26244343891403
BG_LTR_like_04860	Strict non-ONSEN TE background	384	0.9	0	0
BG_LTR_like_04863	Strict non-ONSEN TE background	316	0.9	0	0
BG_LTR_like_04866	Strict non-ONSEN TE background	570	0.9	1	1.75438596491228
BG_LTR_like_04867	Strict non-ONSEN TE background	241	0.9	0	0
BG_LTR_like_04868	Strict non-ONSEN TE background	973	0.9	0	0
BG_LTR_like_04873	Strict non-ONSEN TE background	910	0.9	4	4.3956043956044
BG_LTR_like_04876	Strict non-ONSEN TE background	215	0.9	0	0
BG_LTR_like_04877	Strict non-ONSEN TE background	313	0.9	0	0
BG_LTR_like_04880	Strict non-ONSEN TE background	837	0.9	0	0
BG_LTR_like_04881	Strict non-ONSEN TE background	503	0.9	2	3.97614314115308
BG_LTR_like_04882	Strict non-ONSEN TE background	271	0.9	2	7.38007380073801
BG_LTR_like_04883	Strict non-ONSEN TE background	236	0.9	0	0
BG_LTR_like_04884	Strict non-ONSEN TE background	1822	0.9	3	1.64654226125137
BG_LTR_like_04885	Strict non-ONSEN TE background	1762	0.9	3	1.70261066969353
BG_LTR_like_04888	Strict non-ONSEN TE background	1532	0.9	10	6.52741514360313
BG_LTR_like_04889	Strict non-ONSEN TE background	1640	0.9	1	0.609756097560976
BG_LTR_like_04890	Strict non-ONSEN TE background	236	0.9	0	0
BG_LTR_like_04891	Strict non-ONSEN TE background	1801	0.9	0	0
BG_LTR_like_04892	Strict non-ONSEN TE background	1800	0.9	2	1.11111111111111
BG_LTR_like_04893	Strict non-ONSEN TE background	605	0.9	1	1.65289256198347
BG_LTR_like_04894	Strict non-ONSEN TE background	1365	0.9	2	1.46520146520147
BG_LTR_like_04897	Strict non-ONSEN TE background	1611	0.9	8	4.96585971446307
BG_LTR_like_04898	Strict non-ONSEN TE background	915	0.9	0	0
BG_LTR_like_04899	Strict non-ONSEN TE background	583	0.9	1	1.71526586620926
BG_LTR_like_04900	Strict non-ONSEN TE background	1232	0.9	6	4.87012987012987
BG_LTR_like_04901	Strict non-ONSEN TE background	580	0.9	0	0
BG_LTR_like_04902	Strict non-ONSEN TE background	622	0.9	1	1.60771704180064
BG_LTR_like_04903	Strict non-ONSEN TE background	635	0.9	0	0
BG_LTR_like_04904	Strict non-ONSEN TE background	205	0.9	0	0
BG_LTR_like_04905	Strict non-ONSEN TE background	1152	0.9	2	1.73611111111111
BG_LTR_like_04906	Strict non-ONSEN TE background	627	0.9	0	0
BG_LTR_like_04907	Strict non-ONSEN TE background	323	0.9	0	0
BG_LTR_like_04908	Strict non-ONSEN TE background	1004	0.9	0	0
BG_LTR_like_04909	Strict non-ONSEN TE background	1081	0.9	9	8.32562442183164
BG_LTR_like_04910	Strict non-ONSEN TE background	707	0.9	4	5.65770862800566
BG_LTR_like_04911	Strict non-ONSEN TE background	1773	0.9	4	2.25606316976875
BG_LTR_like_04912	Strict non-ONSEN TE background	955	0.9	6	6.28272251308901
BG_LTR_like_04913	Strict non-ONSEN TE background	521	0.9	0	0
BG_LTR_like_04914	Strict non-ONSEN TE background	254	0.9	2	7.8740157480315
BG_LTR_like_04915	Strict non-ONSEN TE background	1166	0.9	16	13.7221269296741
BG_LTR_like_04916	Strict non-ONSEN TE background	600	0.9	0	0
BG_LTR_like_04917	Strict non-ONSEN TE background	1625	0.9	5	3.07692307692308
